bacterium_id,time_s,x_um,y_um,heading_rad,speed_um_s,motor_state,is_tumble,tumble_angle_rad,attractant_conc_uM,repellent_conc_uM,net_signal,signal_delta,tumble_probability,energy_level,dist_to_attractant_center_um,dist_to_repellent_center_um
0,0.0,38.418,89.097,4.5993,19.532,CCW,0,0.0,397.0274,46.939,373.5579,0.0,0.1,99.8,40.777,42.566
0,0.1,38.418,89.097,0.9652,0.0,CW,1,2.3671,397.0274,46.939,373.5579,23.4903,0.0889,99.1,40.777,42.566
0,0.2,39.333,90.475,0.9652,18.838,CCW,0,0.0,377.8229,48.7878,353.4289,0.0,0.1,98.9,41.857,41.995
0,0.3,39.849,91.798,0.9652,18.152,CCW,0,0.0,357.7704,49.2668,333.137,-20.129,0.1,98.7,43.013,41.849
0,0.4,40.716,93.161,0.9652,19.144,CCW,0,0.0,338.636,50.6601,313.3059,-20.2919,0.1,98.5,44.149,41.43
0,0.5,41.631,94.026,0.9652,15.721,CCW,0,0.0,327.668,52.6244,301.3558,-19.8311,0.1,98.3,44.815,40.852
0,0.6,42.629,95.511,0.9652,20.244,CCW,0,0.0,307.014,53.9775,280.0252,-11.9501,0.1,98.1,46.104,40.462
0,0.7,42.629,95.511,3.556,0.0,CW,1,2.4802,307.014,53.9775,280.0252,-21.3306,0.1,97.4,46.104,40.462
0,0.8,40.483,94.953,3.556,19.973,CCW,0,0.0,309.4432,47.9508,285.4678,0.0,0.1,97.2,45.95,42.251
0,0.9,39.709,94.604,3.556,17.558,CCW,0,0.0,312.1909,46.0176,289.1822,5.4426,0.0973,97.0,45.776,42.856
0,1.0,37.795,93.705,3.556,21.477,CCW,0,0.0,318.5602,41.39,297.8652,3.7144,0.0982,96.8,45.377,44.375
0,1.1,36.251,92.763,3.556,19.398,CCW,0,0.0,325.9771,37.9723,306.9909,8.6831,0.0958,96.6,44.918,45.572
0,1.2,33.829,92.027,3.556,20.687,CCW,0,0.0,324.1519,32.3682,307.9677,9.1257,0.0955,96.4,45.031,47.712
0,1.3,33.829,92.027,5.4911,0.0,CW,1,1.643,324.1519,32.3682,307.9677,0.9768,0.0995,95.7,45.031,47.712
0,1.4,35.582,90.789,5.4911,21.164,CCW,0,0.0,353.5303,37.5926,334.734,0.0,0.1,95.5,43.262,45.71
0,1.5,35.582,90.789,1.4823,0.0,CW,1,2.3593,353.5303,37.5926,334.734,26.7662,0.0875,94.8,43.262,45.71
0,1.6,36.057,92.703,1.4823,20.663,CCW,0,0.0,325.922,37.5031,307.1705,0.0,0.1,94.6,44.922,45.742
0,1.7,36.584,94.389,1.4823,19.629,CCW,0,0.0,302.8115,37.5151,284.054,-27.5635,0.1,94.4,46.372,45.738
0,1.8,37.061,96.475,1.4823,19.856,CCW,0,0.0,274.4502,36.8239,256.0383,-23.1165,0.1,94.2,48.243,45.991
0,1.9,37.675,98.44,1.4823,18.71,CCW,0,0.0,249.5764,36.3479,231.4025,-28.0158,0.1,94.0,49.984,46.168
0,2.0,38.052,99.937,1.4823,14.761,CCW,0,0.0,231.1497,35.6095,213.345,-24.6358,0.1,93.8,51.346,46.445
0,2.1,38.494,100.0,1.4823,19.402,CCW,0,0.0,231.6716,36.6032,213.37,-18.0575,0.1,93.6,51.307,46.073
0,2.2,38.542,100.0,1.4823,22.956,CCW,0,0.0,231.8116,36.7185,213.4524,0.025,0.1,93.4,51.296,46.03
0,2.3,38.86,100.0,1.4823,18.996,CCW,0,0.0,232.7398,37.4989,213.9904,0.0824,0.1,93.2,51.226,45.744
0,2.4,39.181,100.0,1.4823,18.94,CCW,0,0.0,233.654,38.2974,214.5053,0.538,0.0997,93.0,51.157,45.455
0,2.5,39.282,100.0,1.4823,21.937,CCW,0,0.0,233.9367,38.5507,214.6614,0.5149,0.0997,92.8,51.136,45.364
0,2.6,39.013,100.0,1.4823,19.216,CCW,0,0.0,233.1784,37.8782,214.2393,0.1561,0.0999,92.6,51.193,45.606
0,2.7,39.013,100.0,3.5377,0.0,CW,1,2.049,233.1784,37.8782,214.2393,-0.422,0.1,91.9,51.193,45.606
0,2.8,37.154,99.395,3.5377,19.209,CCW,0,0.0,235.2428,34.0826,218.2015,0.0,0.1,91.7,51.038,47.031
0,2.9,35.906,98.688,3.5377,19.668,CCW,0,0.0,239.9501,31.9275,223.9863,3.9622,0.098,91.5,50.687,47.891
0,3.0,33.562,97.596,3.5377,19.963,CCW,0,0.0,244.4697,27.8107,230.5643,5.7848,0.0971,91.3,50.355,49.66
0,3.1,33.562,97.596,4.8648,0.0,CW,1,1.2613,244.4697,27.8107,230.5643,6.578,0.0968,90.6,50.355,49.66
0,3.2,33.95,95.647,4.8648,19.615,CCW,0,0.0,272.3452,30.1439,257.2733,0.0,0.1,90.4,48.386,48.636
0,3.3,34.448,93.556,4.8648,17.663,CCW,0,0.0,304.7311,32.8301,288.3161,26.7089,0.0875,90.2,46.249,47.526
0,3.4,34.503,91.844,4.8648,21.582,CCW,0,0.0,330.834,34.1284,313.7698,31.0428,0.0856,90.0,44.621,47.013
0,3.5,34.5,90.167,4.8648,17.196,CCW,0,0.0,357.0774,35.143,339.5059,25.4537,0.088,89.8,43.054,46.622
0,3.6,34.604,88.416,4.8648,18.019,CCW,0,0.0,386.1325,36.3427,367.9611,25.7361,0.0879,89.6,41.386,46.17
0,3.7,34.895,86.429,4.8648,18.993,CCW,0,0.0,421.4627,38.003,402.4612,28.4552,0.0867,89.4,39.437,45.561
0,3.8,35.308,84.386,4.8648,17.875,CCW,0,0.0,459.8668,39.8466,439.9435,34.5001,0.0842,89.2,37.393,44.907
0,3.9,35.542,81.838,4.8648,23.1,CCW,0,0.0,506.9969,41.0352,486.4793,37.4823,0.0829,89.0,34.966,44.496
0,4.0,35.501,79.768,4.8648,21.627,CCW,0,0.0,543.8492,41.0247,523.3368,46.5358,0.0792,88.8,33.111,44.499
0,4.1,35.747,77.471,4.8648,22.614,CCW,0,0.0,587.3632,41.5361,566.5951,36.8576,0.0832,88.6,30.948,44.325
0,4.2,36.293,75.072,4.8648,20.52,CCW,0,0.0,635.3406,42.5497,614.0658,43.2583,0.0806,88.4,28.574,43.984
0,4.3,36.742,73.721,4.8648,17.359,CCW,0,0.0,663.4791,43.3708,641.7937,47.4706,0.0789,88.2,27.175,43.711
0,4.4,36.742,73.721,0.3537,0.0,CW,1,2.0691,663.4791,43.3708,641.7937,27.7279,0.0871,87.5,27.175,43.711
0,4.5,39.044,74.507,0.3537,18.571,CCW,0,0.0,670.0937,51.0224,644.5826,0.0,0.1,87.3,26.844,41.323
0,4.6,40.772,75.025,0.3537,21.469,CCW,0,0.0,673.5264,57.25,644.9014,2.7888,0.0986,87.1,26.672,39.543
0,4.7,42.725,75.763,0.3537,17.739,CCW,0,0.0,671.5594,64.8712,639.1238,0.3189,0.0998,86.9,26.771,37.515
0,4.8,44.482,75.985,0.3537,18.265,CCW,0,0.0,675.6781,71.9661,639.6951,-5.7777,0.1,86.7,26.564,35.744
0,4.9,46.19,76.727,0.3537,18.456,CCW,0,0.0,667.0399,79.4607,627.3095,0.5713,0.0997,86.5,26.997,33.968
0,5.0,48.455,78.324,0.3537,22.419,CCW,0,0.0,639.5391,90.0155,594.5314,-12.3855,0.1,86.3,28.366,31.59
0,5.1,50.536,78.766,0.3537,20.188,CCW,0,0.0,631.3697,99.7435,581.498,-32.7781,0.1,86.1,28.771,29.49
0,5.2,52.379,79.424,0.3537,20.084,CCW,0,0.0,616.2301,108.6048,561.9277,-13.0334,0.1,85.9,29.52,27.627
0,5.3,54.14,79.714,0.3537,21.481,CCW,0,0.0,606.5134,117.1273,547.9498,-19.5703,0.1,85.7,30.001,25.862
0,5.4,55.689,80.555,0.3537,18.148,CCW,0,0.0,584.6946,124.6156,522.3868,-13.9779,0.1,85.5,31.081,24.318
0,5.5,57.317,81.301,0.3537,20.185,CCW,0,0.0,563.2432,132.3363,497.0751,-25.563,0.1,85.3,32.145,22.72
0,5.6,59.407,82.329,0.3537,22.115,CCW,0,0.0,532.7017,141.8428,461.7803,-25.3117,0.1,85.1,33.669,20.724
0,5.7,61.07,82.814,0.3537,22.132,CCW,0,0.0,513.6184,149.2021,439.0174,-35.2948,0.1,84.9,34.631,19.138
0,5.8,63.08,83.535,0.3537,20.609,CCW,0,0.0,486.8363,157.4801,408.0963,-22.7629,0.1,84.7,35.996,17.285
0,5.9,65.291,84.629,0.3537,21.744,CCW,0,0.0,451.0843,165.3558,368.4063,-30.9211,0.1,84.5,37.855,15.42
1,0.0,69.528,75.299,5.5921,18.454,CCW,0,0.0,566.9716,179.9916,476.9758,0.0,0.1,99.8,31.959,11.479
1,0.1,70.545,74.121,5.5921,20.164,CCW,0,0.0,572.498,181.1191,481.9384,4.1582,0.0979,99.6,31.685,11.133
1,0.2,72.34,72.926,5.5921,19.056,CCW,0,0.0,565.9388,183.3406,474.2685,4.9627,0.0975,99.4,32.011,10.427
1,0.3,73.88,71.407,5.5921,17.845,CCW,0,0.0,564.7314,182.9636,473.2496,-7.6699,0.1,99.2,32.071,10.549
1,0.4,73.88,71.407,1.2469,0.0,CW,1,1.9136,564.7314,182.9636,473.2496,-1.0189,0.1,98.5,32.071,10.549
1,0.5,73.868,73.236,1.2469,18.697,CCW,0,0.0,539.8723,187.0971,446.3237,0.0,0.1,98.3,33.31,9.13
1,0.6,73.975,74.816,1.2469,19.111,CCW,0,0.0,516.0948,190.1434,421.0231,-26.9259,0.1,98.1,34.506,7.948
1,0.7,74.575,76.831,1.2469,23.323,CCW,0,0.0,479.2851,193.7829,382.3937,-25.3006,0.1,97.9,36.384,6.283
1,0.8,75.652,79.019,1.2469,21.891,CCW,0,0.0,434.5667,196.8461,336.1437,-38.6295,0.1,97.7,38.732,4.457
1,0.9,75.938,81.083,1.2469,23.303,CCW,0,0.0,402.3185,197.1918,303.7225,-46.25,0.1,97.5,40.484,4.204
1,1.0,77.121,82.928,1.2469,19.525,CCW,0,0.0,363.8543,197.3198,265.1943,-32.4212,0.1,97.3,42.659,4.107
1,1.1,77.622,84.273,1.2469,18.135,CCW,0,0.0,340.7996,196.2104,242.6944,-38.5282,0.1,97.1,44.019,4.89
1,1.2,78.754,86.423,1.2469,23.086,CCW,0,0.0,302.2947,193.2667,205.6614,-22.5,0.1,96.9,46.405,6.543
1,1.3,79.71,88.234,1.2469,19.069,CCW,0,0.0,271.8502,189.4289,177.1358,-37.033,0.1,96.7,48.42,8.239
1,1.4,80.352,90.286,1.2469,19.595,CCW,0,0.0,243.3081,183.7515,151.4324,-28.5256,0.1,96.5,50.44,10.292
1,1.5,81.472,91.834,1.2469,20.252,CCW,0,0.0,218.1532,178.4925,128.9069,-25.7034,0.1,96.3,52.351,11.925
1,1.6,82.174,93.992,1.2469,21.374,CCW,0,0.0,191.9994,170.3599,106.8194,-22.5255,0.1,96.1,54.502,14.16
1,1.7,82.888,95.681,1.2469,19.783,CCW,0,0.0,172.0115,163.1937,90.4147,-22.0875,0.1,95.9,56.288,15.944
1,1.8,82.888,95.681,3.4018,0.0,CW,1,2.441,172.0115,163.1937,90.4147,-16.4048,0.1,95.2,56.288,15.944
1,1.9,80.859,95.083,3.4018,19.071,CCW,0,0.0,190.4822,166.6211,107.1717,0.0,0.1,95.0,54.633,15.108
1,2.0,78.844,94.766,3.4018,21.799,CCW,0,0.0,206.892,167.807,122.9885,16.757,0.092,94.8,53.254,14.811
1,2.1,76.955,94.006,3.4018,21.259,CCW,0,0.0,227.7468,169.6882,142.9027,15.8168,0.0924,94.6,51.606,14.333
1,2.2,75.062,93.876,3.4018,19.958,CCW,0,0.0,242.0901,168.1364,158.0219,19.9142,0.0905,94.4,50.529,14.728
1,2.3,73.709,93.26,3.4018,18.817,CCW,0,0.0,258.7279,168.3424,174.5567,15.1192,0.0927,94.2,49.331,14.676
1,2.4,71.531,92.883,3.4018,22.611,CCW,0,0.0,278.2685,165.3664,195.5853,16.5348,0.0921,94.0,47.984,15.417
1,2.5,69.577,92.2,3.4018,19.379,CCW,0,0.0,300.5083,162.7683,219.1242,21.0286,0.09,93.8,46.52,16.046
1,2.6,67.804,91.435,3.4018,20.194,CCW,0,0.0,323.0609,159.9264,243.0978,23.5389,0.0889,93.6,45.098,16.718
1,2.7,65.828,90.454,3.4018,24.185,CCW,0,0.0,350.5125,156.0574,272.4838,23.9736,0.0887,93.4,43.44,17.61
1,2.8,63.964,89.903,3.4018,21.248,CCW,0,0.0,370.4922,150.524,295.2302,29.3861,0.0863,93.2,42.276,18.848
1,2.9,63.964,89.903,4.7527,0.0,CW,1,1.3212,370.4922,150.524,295.2302,22.7463,0.0892,92.5,42.276,18.848
1,3.0,64.283,88.151,4.7527,19.382,CCW,0,0.0,397.746,155.6401,319.926,0.0,0.1,92.3,40.737,17.705
1,3.1,64.448,85.729,4.7527,22.716,CCW,0,0.0,438.1582,160.5441,357.8861,24.6958,0.0884,92.1,38.54,16.574
1,3.2,64.448,85.729,0.4546,0.0,CW,1,2.2363,438.1582,160.5441,357.8861,37.9601,0.0827,91.4,38.54,16.574
1,3.3,64.448,85.729,3.1798,0.0,CW,1,2.4332,438.1582,160.5441,357.8861,0.0,0.1,90.7,38.54,16.574
1,3.4,62.076,85.445,3.1798,22.309,CCW,0,0.0,458.8792,151.0445,383.3569,0.0,0.1,90.5,37.445,18.733
1,3.5,62.076,85.445,6.0856,0.0,CW,1,2.7395,458.8792,151.0445,383.3569,25.4708,0.088,89.8,37.445,18.733
1,3.6,64.157,85.013,6.0856,21.715,CCW,0,0.0,452.76,160.3586,372.5807,0.0,0.1,89.6,37.766,16.617
1,3.7,64.157,85.013,1.0387,0.0,CW,1,1.255,452.76,160.3586,372.5807,-10.7762,0.1,88.9,37.766,16.617
1,3.8,64.157,85.013,3.7723,0.0,CW,1,2.6836,452.76,160.3586,372.5807,0.0,0.1,88.2,37.766,16.617
1,3.9,61.984,83.489,3.7723,21.542,CCW,0,0.0,495.1743,152.7655,418.7916,0.0,0.1,88.0,35.569,18.351
1,4.0,60.336,82.312,3.7723,20.448,CCW,0,0.0,527.6073,146.1595,454.5276,46.2108,0.0794,87.8,33.925,19.8
1,4.1,59.528,81.346,3.7723,18.454,CCW,0,0.0,550.8397,142.8216,479.4289,35.736,0.0836,87.6,32.762,20.516
1,4.2,57.335,80.174,3.7723,24.306,CCW,0,0.0,585.2498,132.6,518.9498,24.9013,0.0883,87.4,31.053,22.666
1,4.3,57.335,80.174,5.6411,0.0,CW,1,2.0002,585.2498,132.6,518.9498,39.521,0.0821,86.7,31.053,22.666
1,4.4,59.212,78.554,5.6411,19.778,CCW,0,0.0,606.4686,141.3063,535.8154,0.0,0.1,86.5,30.003,20.838
1,4.5,60.302,77.104,5.6411,21.568,CCW,0,0.0,626.8164,145.6492,553.9918,16.8656,0.0919,86.3,28.996,19.91
1,4.6,61.706,76.307,5.6411,16.175,CCW,0,0.0,630.8983,151.3618,555.2174,18.1763,0.0913,86.1,28.794,18.663
1,4.7,63.067,75.543,5.6411,21.941,CCW,0,0.0,632.9793,156.498,554.7303,1.2257,0.0994,85.9,28.691,17.51
1,4.8,64.572,74.442,5.6411,19.853,CCW,0,0.0,637.708,161.2885,557.0638,-0.4871,0.1,85.7,28.457,16.398
1,4.9,65.964,73.747,5.6411,17.805,CCW,0,0.0,634.5275,165.5756,551.7396,2.3335,0.0988,85.5,28.614,15.366
1,5.0,67.531,72.64,5.6411,19.783,CCW,0,0.0,634.1193,169.1207,549.559,-5.3242,0.1,85.3,28.634,14.479
1,5.1,69.183,71.42,5.6411,20.605,CCW,0,0.0,631.6968,171.713,545.8403,-2.1807,0.1,85.1,28.755,13.806
1,5.2,70.255,69.849,5.6411,19.374,CCW,0,0.0,639.6642,170.7016,554.3135,-3.7186,0.1,84.9,28.36,14.071
1,5.3,71.482,68.971,5.6411,21.071,CCW,0,0.0,633.6126,171.2217,548.0017,8.4731,0.0959,84.7,28.66,13.935
1,5.4,73.737,67.779,5.6411,20.485,CCW,0,0.0,613.4753,171.9911,527.4798,-6.3118,0.1,84.5,29.656,13.733
1,5.5,76.205,66.922,5.6411,23.103,CCW,0,0.0,582.4107,172.4243,496.1985,-20.5219,0.1,84.3,31.194,13.618
1,5.6,77.563,66.293,5.6411,17.959,CCW,0,0.0,565.794,171.2717,480.1582,-31.2812,0.1,84.1,32.018,13.922
1,5.7,79.622,64.462,5.6411,21.756,CCW,0,0.0,546.7923,164.8543,464.3652,-16.0404,0.1,83.9,32.964,15.542
1,5.8,81.325,63.218,5.6411,21.772,CCW,0,0.0,526.1326,159.4309,446.4172,-15.793,0.1,83.7,33.999,16.834
1,5.9,83.067,61.866,5.6411,15.658,CCW,0,0.0,503.7374,152.5861,427.4444,-17.948,0.1,83.5,35.132,18.391
2,0.0,83.596,91.896,0.9241,16.593,CCW,0,0.0,201.4497,176.7532,113.073,0.0,0.1,99.8,53.703,12.428
2,0.1,85.134,93.055,0.9241,19.935,CCW,0,0.0,179.8522,170.8673,94.4185,-18.889,0.1,99.6,55.571,14.028
2,0.2,86.101,94.555,0.9241,20.733,CCW,0,0.0,160.906,163.8661,78.9729,-18.6545,0.1,99.4,57.345,15.782
2,0.3,87.795,95.887,0.9241,17.882,CCW,0,0.0,140.3844,155.6789,62.545,-15.4456,0.1,99.2,59.448,17.696
2,0.4,88.699,97.366,0.9241,18.939,CCW,0,0.0,125.1298,147.8976,51.181,-16.4279,0.1,99.0,61.165,19.423
2,0.5,89.796,98.112,0.9241,17.93,CCW,0,0.0,114.6533,142.4663,43.4202,-11.364,0.1,98.8,62.438,20.592
2,0.6,90.981,99.563,0.9241,18.601,CCW,0,0.0,100.4853,133.7112,33.6297,-7.7608,0.1,98.6,64.311,22.434
2,0.7,91.939,100.0,0.9241,19.558,CCW,0,0.0,93.8523,129.5789,29.0628,-9.7906,0.1,98.4,65.26,23.292
2,0.8,92.42,100.0,0.9241,19.45,CCW,0,0.0,91.7586,128.369,27.5741,-4.5668,0.1,98.2,65.57,23.543
2,0.9,94.045,100.0,0.9241,22.734,CCW,0,0.0,84.8673,124.0269,22.8539,-1.4888,0.1,98.0,66.633,24.439
2,1.0,95.957,100.0,0.9241,26.158,CCW,0,0.0,77.1293,118.4635,17.8976,-4.7202,0.1,97.8,67.912,25.586
2,1.1,96.804,100.0,0.9241,18.089,CCW,0,0.0,73.8358,115.8632,15.9042,-4.9563,0.1,97.6,68.488,26.122
2,1.2,97.607,100.0,0.9241,18.707,CCW,0,0.0,70.7915,113.3309,14.1261,-1.9934,0.1,97.4,69.039,26.646
2,1.3,98.656,100.0,0.9241,21.763,CCW,0,0.0,66.9288,109.9334,11.9622,-1.7781,0.1,97.2,69.767,27.351
2,1.4,100.0,100.0,0.9241,23.046,CCW,0,0.0,62.1765,105.4585,9.4473,-2.1639,0.1,97.0,70.711,28.284
2,1.5,100.0,100.0,0.9241,19.619,CCW,0,0.0,62.1765,105.4585,9.4473,-2.5149,0.1,96.8,70.711,28.284
2,1.6,100.0,100.0,0.9241,17.203,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,96.6,70.711,28.284
2,1.7,100.0,100.0,0.9241,19.026,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,96.4,70.711,28.284
2,1.8,100.0,100.0,0.9241,20.097,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,96.2,70.711,28.284
2,1.9,100.0,100.0,0.9241,19.9,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,96.0,70.711,28.284
2,2.0,100.0,100.0,0.9241,18.846,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,95.8,70.711,28.284
2,2.1,100.0,100.0,0.9241,18.045,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,95.6,70.711,28.284
2,2.2,100.0,100.0,0.9241,18.675,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,95.4,70.711,28.284
2,2.3,100.0,100.0,0.9241,16.39,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,95.2,70.711,28.284
2,2.4,100.0,100.0,0.9241,21.277,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,95.0,70.711,28.284
2,2.5,100.0,100.0,0.9241,17.578,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,94.8,70.711,28.284
2,2.6,100.0,100.0,0.9241,22.013,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,94.6,70.711,28.284
2,2.7,100.0,100.0,0.9241,17.741,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,94.4,70.711,28.284
2,2.8,100.0,100.0,0.9241,21.154,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,94.2,70.711,28.284
2,2.9,100.0,100.0,0.9241,18.792,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,94.0,70.711,28.284
2,3.0,100.0,100.0,0.9241,20.675,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,93.8,70.711,28.284
2,3.1,100.0,100.0,0.9241,19.135,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,93.6,70.711,28.284
2,3.2,100.0,100.0,0.9241,21.742,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,93.4,70.711,28.284
2,3.3,100.0,100.0,0.9241,19.184,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,93.2,70.711,28.284
2,3.4,100.0,100.0,0.9241,20.037,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,93.0,70.711,28.284
2,3.5,100.0,100.0,0.9241,19.562,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,92.8,70.711,28.284
2,3.6,100.0,100.0,0.9241,17.043,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,92.6,70.711,28.284
2,3.7,100.0,100.0,0.9241,19.169,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,92.4,70.711,28.284
2,3.8,100.0,100.0,0.9241,19.081,CCW,0,0.0,62.1765,105.4585,9.4473,0.0,0.1,92.2,70.711,28.284
2,3.9,100.0,100.0,2.3131,0.0,CW,1,1.3471,62.1765,105.4585,9.4473,0.0,0.1,91.5,70.711,28.284
2,4.0,98.944,100.0,2.3131,19.305,CCW,0,0.0,65.8933,108.9865,11.4001,0.0,0.1,91.3,69.968,27.548
2,4.1,97.879,100.0,2.3131,19.111,CCW,0,0.0,69.7774,112.4591,13.5478,1.9528,0.099,91.1,69.227,26.826
2,4.2,96.642,100.0,2.3131,22.772,CCW,0,0.0,74.4594,116.3665,16.2761,2.1478,0.0989,90.9,68.378,26.019
2,4.3,94.719,100.0,2.3131,20.562,CCW,0,0.0,82.0957,122.12,21.0357,2.7283,0.0986,90.7,67.08,24.832
2,4.4,94.135,100.0,2.3131,20.361,CCW,0,0.0,84.4939,123.7754,22.6062,4.7596,0.0976,90.5,66.693,24.491
2,4.5,92.81,100.0,2.3131,20.094,CCW,0,0.0,90.0805,127.363,26.399,1.5705,0.0992,90.3,65.823,23.751
2,4.6,91.561,100.0,2.3131,20.434,CCW,0,0.0,95.51,130.5017,30.2592,3.7928,0.0981,90.1,65.018,23.101
2,4.7,90.841,100.0,2.3131,17.72,CCW,0,0.0,98.7102,132.1963,32.612,3.8602,0.0981,89.9,64.56,22.749
2,4.8,89.736,100.0,2.3131,19.82,CCW,0,0.0,103.7177,134.624,36.4057,2.3528,0.0988,89.7,63.867,22.244
2,4.9,88.266,100.0,2.3131,21.048,CCW,0,0.0,110.5406,137.5048,41.7882,3.7937,0.0981,89.5,62.962,21.641
2,5.0,86.102,100.0,2.3131,21.704,CCW,0,0.0,120.8759,140.967,50.3924,5.3825,0.0973,89.3,61.672,20.91
2,5.1,84.565,100.0,2.3131,21.256,CCW,0,0.0,128.3975,142.8289,56.983,8.6042,0.0958,89.1,60.784,20.514
2,5.2,83.32,100.0,2.3131,17.749,CCW,0,0.0,134.5675,143.9546,62.5902,6.5906,0.0968,88.9,60.085,20.274
2,5.3,82.077,100.0,2.3131,17.362,CCW,0,0.0,140.7835,144.7293,68.4188,5.6072,0.0972,88.7,59.405,20.108
2,5.4,81.018,100.0,2.3131,17.966,CCW,0,0.0,146.1099,145.1095,73.5552,5.8286,0.0971,88.5,58.84,20.026
2,5.5,80.46,100.0,2.3131,19.671,CCW,0,0.0,148.9197,145.2052,76.3171,5.1364,0.0975,88.3,58.548,20.005
2,5.6,80.46,100.0,3.9452,0.0,CW,1,1.3933,148.9197,145.2052,76.3171,2.7619,0.0986,87.6,58.548,20.005
2,5.7,79.749,98.131,3.9452,21.349,CCW,0,0.0,168.8607,153.7424,91.9895,0.0,0.1,87.4,56.583,18.133
2,5.8,79.749,98.131,5.6846,0.0,CW,1,1.7247,168.8607,153.7424,91.9895,15.6724,0.0925,86.7,56.583,18.133
2,5.9,82.024,96.213,5.6846,23.008,CCW,0,0.0,172.7025,161.5416,91.9317,0.0,0.1,86.5,56.224,16.338
3,0.0,19.848,19.729,5.4148,17.185,CCW,0,0.0,362.7103,0.6051,362.4077,0.0,0.1,99.8,42.726,85.152
3,0.1,19.848,19.729,1.9112,0.0,CW,1,2.9859,362.7103,0.6051,362.4077,-8.7955,0.1,99.1,42.726,85.152
3,0.2,19.196,21.386,1.9112,19.822,CCW,0,0.0,374.5435,0.665,374.211,0.0,0.1,98.9,42.044,84.456
3,0.3,18.419,23.28,1.9112,18.543,CCW,0,0.0,386.4658,0.7341,386.0988,11.8033,0.0943,98.7,41.368,83.722
3,0.4,17.706,25.344,1.9112,19.299,CCW,0,0.0,399.666,0.8221,399.255,11.8877,0.0942,98.5,40.63,82.872
3,0.5,16.993,27.399,1.9112,18.119,CCW,0,0.0,411.0543,0.913,410.5978,13.1562,0.0936,98.3,40.003,82.077
3,0.6,16.088,28.66,1.9112,18.686,CCW,0,0.0,409.8723,0.9248,409.4098,11.3428,0.0945,98.1,40.068,81.979
3,0.7,15.145,31.192,1.9112,23.529,CCW,0,0.0,418.3552,1.0281,417.8411,-1.1879,0.1,97.9,39.605,81.168
3,0.8,13.864,33.553,1.9112,22.632,CCW,0,0.0,416.5534,1.076,416.0155,8.4313,0.0959,97.7,39.703,80.817
3,0.9,12.666,35.68,1.9112,17.174,CCW,0,0.0,411.3676,1.105,410.8151,-1.8257,0.1,97.5,39.986,80.611
3,1.0,11.924,37.648,1.9112,21.944,CCW,0,0.0,410.5761,1.1687,409.9918,-5.2004,0.1,97.3,40.029,80.175
3,1.1,11.924,37.648,4.5031,0.0,CW,1,2.7307,410.5761,1.1687,409.9918,-0.8233,0.1,96.6,40.029,80.175
3,1.2,11.787,36.007,4.5031,17.304,CCW,0,0.0,398.518,1.028,398.004,0.0,0.1,96.4,40.694,81.169
3,1.3,10.993,34.117,4.5031,19.632,CCW,0,0.0,373.2697,0.8225,372.8584,-11.9877,0.1,96.2,42.117,82.869
3,1.4,10.276,32.245,4.5031,20.392,CCW,0,0.0,349.3049,0.6601,348.9748,-25.1456,0.1,96.0,43.512,84.511
3,1.5,9.79,30.779,4.5031,16.595,CCW,0,0.0,331.7184,0.558,331.4394,-23.8837,0.1,95.8,44.567,85.744
3,1.6,9.79,30.779,0.3261,0.0,CW,1,2.0458,331.7184,0.558,331.4394,-17.5354,0.1,95.1,44.567,85.744
3,1.7,11.319,31.099,0.3261,21.965,CCW,0,0.0,357.1124,0.6781,356.7733,0.0,0.1,94.9,43.052,84.311
3,1.8,13.207,31.287,0.3261,19.304,CCW,0,0.0,388.0576,0.8445,387.6354,25.3339,0.0881,94.7,41.278,82.669
3,1.9,14.935,31.559,0.3261,21.162,CCW,0,0.0,418.1115,1.035,417.5941,30.8621,0.0857,94.5,39.618,81.117
3,2.0,16.412,32.861,0.3261,21.148,CCW,0,0.0,453.8762,1.331,453.2107,29.9586,0.0861,94.3,37.708,79.155
